21.46783	80.90069	70.64381
52.87307	55.19126	63.65936
 0.87095	42.61667	14.41807
71.23833	70.10006	16.40568
30.30306	95.30511	50.81796
20.04490	57.64664	71.60916
16.63979	82.27288	 8.07594
23.66766	41.59251	50.35380
67.06586	89.06260	29.79974
44.41307	 2.10081	32.31512
81.89814	49.32883	82.54260
28.35081	55.33259	90.88155
58.34672	28.47528	 2.35472
11.43465	39.83323	60.70318
15.54399	56.48546	97.25862
33.94720	89.75304	57.86783
52.75156	 3.26373	30.63006
92.14629	71.88188	54.91449
32.68599	57.82071	14.15441
 5.84967	88.96021	45.42658
65.29544	 4.32076	24.71435
27.59788	26.38017	15.22487
 9.58225	17.84881	60.49884
75.56489	56.86936	97.48104
14.45149	88.74156	71.18381
88.95107	16.38632	69.49700
32.56412	24.61684	58.65410
58.98932	78.32616	74.46522
74.55495	58.04318	54.88018
21.70590	 7.02939	 9.00012
97.97341	16.56994	 3.43156
27.25998	68.71526	65.90063
92.86931	 3.59363	27.17226
87.86223	58.56695	80.21711
88.42268	50.07296	87.47790
36.60699	46.19445	27.50756
 0.93367	95.82970	 5.34242
39.49215	64.26442	96.03855
70.53597	17.97006	68.67746
33.60895	49.01848	 0.95677
36.65900	19.54506	39.87439
53.79071	42.01031	46.27257
70.91647	78.55385	59.39240
11.26707	72.41731	50.07282
75.79648	12.25445	30.10028
 0.47200	50.35738	17.61746
69.03250	87.65044	99.87139
28.37510	86.59568	14.67438
98.56962	14.45312	73.13168
94.35696	 3.24604	 9.28265
50.06382	67.74117	72.67254
40.96000	79.48751	17.37724
25.08838	24.74632	88.92666
60.82007	33.98039	26.61680
37.99506	50.35838	72.73617
68.48231	78.23115	39.37751
88.23041	96.76297	16.84607
40.77026	74.98393	92.91457
53.30835	99.32176	81.01523
 9.58154	73.66662	17.94885
57.50032	63.12048	40.67845
21.07347	53.29266	72.71770
32.87534	50.32112	96.47008
80.18434	57.67189	75.28767
25.42079	11.28905	82.85199
61.50238	66.41830	99.27897
 7.88148	79.18557	70.84188
10.70369	87.46266	 9.27291
48.66298	21.01869	50.82991
20.83295	73.83977	37.48745
53.07020	58.88212	 7.95487
65.97420	91.13173	10.20629
39.72071	49.23170	 4.36557
62.69521	76.60242	51.71299
14.94794	60.51644	40.31882
40.80835	 0.18748	91.88843
 7.74219	79.32616	99.67653
51.01345	32.90299	38.15876
63.95519	52.71543	72.40419
 2.12550	36.59133	73.37543
86.36253	43.24855	12.42102
59.80883	78.63413	93.04206
35.53610	17.78786	84.97523
54.19036	41.15617	32.04736
85.17342	49.23046	25.80079
11.94885	57.11176	33.07176
65.51586	22.71030	67.06068
72.48029	27.95071	86.48981
93.90631	70.68572	21.78623
94.95750	66.00704	42.25936
47.64953	 3.67966	81.22433
 2.14622	 4.79799	 6.11466
24.51052	54.56034	34.41117
52.78497	67.18364	60.28163
55.49859	69.80966	59.41348
34.19591	55.73528	85.08698
27.03626	14.73373	14.80675
23.69767	77.96986	40.78429
60.22564	34.31048	67.39399
33.85052	28.53022	42.32862
77.47774	79.39046	42.06018
44.09868	32.58157	23.74567
22.20974	99.65239	98.14572
95.63549	73.57594	 3.17160
37.32692	44.30839	64.45913
 3.72339	18.09991	82.05934
42.75182	70.93494	52.04896
75.48170	 2.70337	97.35748
89.30180	47.62007	18.01651
61.55988	 9.67909	 8.78821
86.17390	42.81076	13.63535
 5.43495	64.07841	42.93349
86.25328	68.86680	87.60201
85.99108	49.53497	15.21690
49.36912	98.38311	31.43752
27.69445	97.25839	26.27959
21.26455	76.33198	18.21128
93.70709	89.70009	60.20216
90.81911	 1.73085	75.32056
 5.00160	48.96644	89.79804
58.01996	 4.15427	65.99491
36.23679	91.42094	44.89564
83.18781	42.02396	71.82134
29.44563	 1.94322	85.18082
 9.15461	54.21031	90.19761
31.53612	97.25037	92.38115
20.18891	59.17520	75.60457
84.29734	26.52795	80.80171
34.96029	49.03741	16.11212
 1.66569	54.12116	15.00867
60.30899	15.91326	 8.24785
28.46644	86.01835	45.50443
59.90999	40.14345	56.95742
51.60542	16.68385	21.28639
96.38819	76.03313	 4.21266
 2.73186	64.41307	91.41395
85.30696	22.11457	29.11085
83.78489	35.59633	64.36294
93.69069	55.04046	29.00047
75.33303	89.33809	98.60487
64.23178	55.36116	63.65884
67.74044	81.84760	12.83737
81.05168	58.80591	43.02775
93.33931	67.72697	72.43082
12.06158	39.70421	39.51996
83.91697	58.10255	76.50271
24.51664	54.21774	54.51266
19.12341	59.52589	87.64846
50.31240	55.05259	94.61217
99.17332	44.92490	31.47580
73.58114	88.89011	49.41909
59.13409	81.13057	44.44490
32.49143	34.09769	15.29754
52.87314	52.96791	14.99689
83.12015	15.15859	80.95757
28.05845	49.66971	22.07040
23.06001	12.38435	37.69178
85.08320	42.14704	46.18748
64.22919	76.97394	 5.94173
95.63934	69.30622	42.64926
 0.45732	12.62238	92.86280
 0.58139	 1.69662	38.61313
62.78552	91.67202	42.02589
88.30989	87.54486	 7.23864
24.31423	29.18576	90.38607
67.00605	98.06983	 9.17664
62.31488	36.42786	96.02302
33.05445	52.66524	99.36289
48.32738	44.09678	 8.53948
 5.15621	14.01288	28.41900
37.89333	20.65245	47.58026
48.31858	20.82918	58.79207
12.53633	 3.29087	65.40683
61.46234	55.91191	64.67266
78.93799	59.51200	18.86544
85.37529	54.56876	55.66848
11.65725	29.66908	 2.55531
 3.96304	67.69496	30.82348
52.89611	33.67426	84.92534
74.50122	33.10728	67.31132
95.32046	32.62440	64.43428
55.40422	89.12741	72.00923
99.51620	29.53955	82.28331
22.00363	42.60263	 6.93234
 8.11803	69.81601	93.32399
51.67199	51.16312	26.91917
50.50492	60.50382	17.35847
67.13401	12.66759	34.54741
54.81081	20.59175	46.09307
76.71320	38.93664	38.15105
34.30131	10.82646	 9.55457
39.98011	19.59188	 9.73047
72.32917	78.43869	38.19299
92.11166	37.77354	79.20897
96.23724	61.72089	85.46666
52.48688	40.17806	17.37431
84.72283	66.18051	18.64969
20.98301	33.96406	50.25346
84.73751	26.32437	65.60651
11.94729	40.05973	 9.83331
 0.30399	18.52774	12.17290
11.92544	80.63352	81.89794
92.12082	62.89487	 9.31132
18.94202	42.28339	89.94857
 8.15480	75.40372	39.19063
54.20126	81.43354	78.62546
10.10707	60.27495	48.96831
16.29757	94.73058	92.40588
31.14171	41.77968	48.37063
24.59903	48.49149	50.40419
54.86806	 7.39070	 4.19307
 0.86568	35.99862	68.24993
67.73955	18.31298	99.18569
58.69758	74.54679	84.62669
22.36559	10.04041	 8.91079
21.68273	19.44594	 6.45880
89.40033	 6.83210	92.93124
73.36918	26.86879	29.59017
63.22951	98.88276	59.11456
34.41224	63.48095	34.24357
73.92423	77.78165	21.35999
46.85451	37.72167	16.56432
77.40101	57.45620	32.05774
98.16028	45.50707	75.83965
29.26056	27.44501	33.24989
40.84045	84.08823	78.43822
55.50508	68.03419	85.36025
14.22488	88.34391	49.34617
63.27945	92.60668	84.69304
33.58166	30.29268	 9.56568
68.15779	35.61831	99.49101
61.72363	15.97712	78.68296
61.14192	62.99113	61.04744
11.82761	49.21803	 1.49215
81.33580	70.55301	22.78770
69.15713	93.13456	58.69394
56.72717	88.19972	33.13256
34.43239	50.07694	22.68772
59.14944	31.95922	43.98500
27.81161	46.87063	56.24109
 2.85769	 9.02792	31.61065
54.00832	68.18779	44.35914
81.91859	 5.96513	93.47568
48.67499	82.92707	58.90263
17.44034	13.23613	 9.25532
41.49609	20.88452	48.18469
32.83990	92.78258	37.49446
52.61467	13.42736	 0.39717
80.69635	75.50926	77.07931
58.41163	95.44640	51.91389
89.68110	37.94849	16.30042
69.50912	62.19238	32.57569
89.90517	60.10312	86.62700
23.82826	12.60302	13.89035
46.20596	78.11851	11.38284
78.59351	89.81221	66.91511
10.99287	54.35504	25.12032
18.58460	41.52026	 3.56966
 2.22296	97.95123	41.81186
14.41218	11.18624	42.75817
55.25065	40.83572	54.00715
 3.18431	28.91183	70.08132
20.50029	58.82745	56.11652
72.59799	65.60249	68.61073
19.80391	76.63192	64.66029
23.47059	31.69339	90.07854
95.97474	64.07094	34.45754
 1.53618	44.05463	29.85045
63.43768	18.45222	30.81550
69.20206	 5.98241	 6.97334
 8.81646	50.32224	63.26381
51.32209	 4.31809	19.13170
 7.22692	42.50859	87.55551
94.59907	37.76919	80.79579
 2.54500	26.80070	18.75287
53.98008	83.68773	62.18723
 0.26398	56.19822	66.41968
20.93157	95.69677	88.16225
 4.51442	39.09416	60.62566
29.55335	98.02005	23.91327
33.70387	74.43437	19.16019
13.12856	23.48700	49.19089
75.12060	82.25183	17.42185
94.46791	38.06047	59.55361
16.37891	44.18097	95.82457
53.74029	58.96694	 8.85682
68.89690	79.42037	51.18843
 1.77275	 7.64712	50.13033
98.32594	95.64965	31.71054
56.60026	94.65484	77.61054
23.55498	31.84170	42.83343
69.90301	 9.38011	36.35157
86.61565	94.22365	91.23768
52.12481	68.66415	95.66058
68.73439	18.19650	98.32723
77.13377	61.27982	52.09544
93.70662	72.17236	12.27500
98.95168	67.42313	49.89659
94.92348	15.18954	58.23434
74.70384	10.81779	97.94642
80.93659	59.49156	62.75453
99.84002	17.46718	56.94502
23.31809	45.77938	 3.30184
31.69691	11.91572	82.55630
58.41608	76.81429	31.72704
20.40592	62.36216	62.43429
21.34450	60.09139	 2.33003
90.36238	 5.93348	69.91440
13.15093	35.54013	22.05265
79.00997	43.61506	69.51670
66.67763	70.04159	96.57523
20.01873	32.60944	83.72506
 6.27083	38.56672	32.77993
26.29344	98.11972	40.55425
48.75964	99.94967	69.69110
91.57587	23.11055	45.47883
90.30190	33.90709	30.50227
99.51378	27.10014	48.31587
33.43198	69.53071	11.84819
 0.79203	49.97520	24.62579
91.94804	29.85455	23.57908
85.67991	96.42332	37.93393
99.13571	84.91169	60.26347
86.58816	31.39829	 1.36372
14.23411	88.21888	 7.49626
78.94381	70.26343	91.29454
76.44934	99.69262	30.94170
78.20652	87.06948	33.47535
74.44517	17.69363	28.68020
71.86486	20.05487	21.74210
 4.19575	98.22525	53.93624
61.03679	95.11772	56.61009
87.34004	56.00420	76.07152
81.81238	60.05454	21.40689
21.07374	 3.55962	78.77219
42.04688	 3.56565	65.31662
63.83081	62.69594	11.44821
17.38237	47.16384	 5.74258
81.30613	83.94833	30.67205
80.63736	52.41812	32.59177
46.84783	17.00491	71.03850
24.43688	14.39490	61.80516
54.13286	15.12053	10.65279
 5.26790	84.90225	46.00236
82.53390	92.15244	40.99392
86.07643	38.89836	87.42109
 1.54075	96.15401	43.13032
78.44665	87.67851	15.53374
96.25074	40.74748	29.85501
59.06239	42.13309	78.86939
